,user,points,state,timestamp,vaccination_time,wave_no,decision
894,54,100,S,2014-09-29 07:52:18,,3,0
895,245,100,S,2014-09-29 07:51:12,,3,0
896,426,51,R,2014-09-29 07:51:07,,3,0
897,431,100,S,2014-09-29 07:50:12,,3,0
898,254,100,S,2014-09-29 07:50:48,,3,0
899,144,100,S,2014-09-29 07:39:33,,3,0
900,433,100,S,2014-09-29 06:03:30,,3,0
901,137,51,R,2014-09-29 07:54:08,,3,0
902,449,100,S,2014-09-29 07:50:11,,3,0
903,154,90,V,2014-09-29 07:51:38,,3,0
904,332,57,V,2014-09-29 07:51:02,2014-09-22 14:10:00,3,1
905,224,90,V,2014-09-29 07:52:25,2014-09-22 16:35:00,3,1
906,350,37,R,2014-09-29 07:51:30,,3,0
907,13,90,V,2014-09-29 07:51:29,2014-09-22 14:10:00,3,1
908,360,100,S,2014-09-29 07:52:39,,3,0
909,437,90,V,2014-09-29 07:54:00,2014-09-22 14:10:00,3,1
910,3,59,V,2014-09-29 07:51:17,2014-09-22 14:30:00,3,1
911,197,76,R,2014-09-29 07:51:22,,3,0
912,25,100,S,2014-09-29 07:53:12,,3,0
913,387,70,V,2014-09-29 07:50:20,2014-09-22 15:50:00,3,1
914,208,100,S,2014-09-29 07:51:44,,3,0
915,228,90,V,2014-09-29 07:54:52,2014-09-22 23:50:00,3,1
916,90,47,R,2014-09-29 07:50:39,,3,0
917,327,58,V,2014-09-29 07:50:56,2014-09-22 14:55:00,3,1
918,107,90,V,2014-09-29 07:53:28,2014-09-22 18:25:00,3,1
919,86,90,V,2014-09-29 07:53:05,2014-09-22 15:10:00,3,1
920,36,100,S,2014-09-29 07:51:50,,3,0
921,373,71,V,2014-09-29 07:53:57,2014-09-22 14:25:00,3,1
922,307,90,V,2014-09-29 07:54:20,,3,0
923,342,90,V,2014-09-29 07:54:25,2014-09-22 14:10:00,3,1
924,169,100,S,2014-09-29 07:50:43,,3,0
925,104,90,V,2014-09-29 07:53:13,2014-09-22 17:25:00,3,1
926,448,90,V,2014-09-29 07:52:20,2014-09-25 18:20:00,3,1
927,230,100,S,2014-09-29 07:53:26,,3,0
928,231,90,V,2014-09-29 07:49:55,2014-09-22 16:10:00,3,1
929,287,58,R,2014-09-29 07:54:20,,3,0
930,68,100,S,2014-09-29 07:53:41,,3,0
931,76,90,V,2014-09-29 07:53:43,2014-09-22 14:10:00,3,1
932,22,90,V,2014-09-29 07:52:30,2014-09-22 14:15:00,3,1
933,347,100,S,2014-09-29 07:53:50,,3,0
934,6,100,S,2014-09-29 07:54:25,,3,0
935,474,100,S,2014-09-29 07:52:19,,3,0
936,273,100,S,2014-09-29 07:51:50,,3,0
937,385,100,S,2014-09-29 07:51:07,,3,0
938,477,47,R,2014-09-29 07:53:54,,3,0
939,116,90,V,2014-09-29 07:51:21,2014-09-22 14:25:00,3,1
940,192,51,R,2014-09-29 07:50:32,,3,0
941,73,100,S,2014-09-29 07:49:16,,3,0
942,119,90,V,2014-09-29 07:54:12,2014-09-22 14:15:00,3,1
943,130,34,R,2014-09-29 07:52:29,,3,0
944,16,90,V,2014-09-29 07:54:00,2014-09-22 14:40:00,3,1
945,321,100,S,2014-09-29 07:51:39,,3,0
946,268,100,S,2014-09-29 07:53:51,,3,0
947,66,90,V,2014-09-29 07:54:28,2014-09-23 18:35:00,3,1
948,423,100,S,2014-09-29 07:52:50,,3,0
949,343,100,S,2014-09-29 07:54:20,,3,0
950,473,51,R,2014-09-29 07:52:18,,3,0
951,74,100,S,2014-09-29 07:53:46,,3,0
952,309,49,R,2014-09-29 07:52:09,,3,0
953,57,90,V,2014-09-29 07:50:01,2014-09-22 16:20:00,3,1
954,485,52,V,2014-09-29 07:52:47,2014-09-22 14:15:00,3,1
955,108,64,V,2014-09-29 07:52:03,2014-09-22 16:25:00,3,1
956,456,100,S,2014-09-29 07:55:00,,3,0
957,471,100,S,2014-09-29 07:50:58,,3,0
958,447,90,V,2014-09-29 07:53:25,2014-09-23 02:05:00,3,1
959,179,100,S,2014-09-29 07:52:14,,3,0
960,486,53,V,2014-09-29 07:54:59,2014-09-22 15:00:00,3,1
961,406,52,V,2014-09-29 07:54:32,2014-09-23 17:15:00,3,1
962,334,100,S,2014-09-29 07:16:56,,3,0
963,27,90,V,2014-09-29 07:53:55,2014-09-22 17:45:00,3,1
964,246,90,V,2014-09-29 07:54:33,2014-09-22 17:20:00,3,1
965,127,100,S,2014-09-29 07:53:25,,3,0
966,202,90,V,2014-09-29 07:53:55,2014-09-25 17:10:00,3,1
967,158,62,V,2014-09-29 07:54:03,2014-09-22 16:05:00,3,1
968,203,53,R,2014-09-29 07:53:21,,3,0
969,44,100,S,2014-09-29 07:50:50,,3,0
970,175,54,V,2014-09-29 07:50:58,2014-09-22 14:55:00,3,1
971,422,100,S,2014-09-29 07:50:28,,3,0
972,147,100,S,2014-09-29 07:52:56,,3,0
973,117,100,S,2014-09-29 06:41:13,,3,0
974,351,82,R,2014-09-29 07:54:23,,3,0
975,319,100,S,2014-09-29 07:51:59,,3,0
976,460,90,V,2014-09-29 07:50:13,2014-09-22 14:10:00,3,1
977,125,42,R,2014-09-29 07:52:52,,3,0
978,200,100,S,2014-09-29 07:54:37,,3,0
979,308,49,R,2014-09-29 07:50:32,,3,0
980,105,75,V,2014-09-29 07:53:18,2014-09-22 16:05:00,3,1
981,424,35,R,2014-09-29 07:54:19,,3,0
982,279,90,V,2014-09-29 07:53:49,2014-09-22 14:15:00,3,1
983,382,100,S,2014-09-29 07:51:38,,3,0
984,64,41,R,2014-09-29 07:54:31,,3,0
985,96,100,S,2014-09-29 07:51:45,,3,0
986,408,100,S,2014-09-29 07:53:15,,3,0
987,55,90,V,2014-09-29 07:54:19,2014-09-22 14:15:00,3,1
988,59,62,R,2014-09-29 07:51:06,,3,0
989,185,74,R,2014-09-29 07:51:53,,3,0
990,241,100,S,2014-09-29 07:51:02,,3,0
991,252,49,R,2014-09-29 07:52:54,,3,0
992,475,100,S,2014-09-29 07:48:46,,3,0
993,238,90,V,2014-09-29 07:50:28,2014-09-22 14:15:00,3,1
994,218,100,S,2014-09-29 07:54:45,,3,0
995,444,79,V,2014-09-29 07:51:27,2014-09-22 14:30:00,3,1
996,310,100,S,2014-09-29 07:52:24,,3,0
997,440,100,S,2014-09-29 07:53:21,,3,0
998,1,90,V,2014-09-29 07:52:50,2014-09-22 14:10:00,3,1
999,442,44,R,2014-09-29 07:51:47,,3,0
1000,429,71,V,2014-09-29 07:50:00,2014-09-22 20:45:00,3,1
1001,49,45,R,2014-09-29 07:50:55,,3,0
1002,280,54,V,2014-09-29 07:54:39,2014-09-22 15:40:00,3,1
1003,46,90,V,2014-09-29 07:39:58,2014-09-22 18:25:00,3,1
1004,176,65,V,2014-09-29 07:54:43,2014-09-22 14:40:00,3,1
1005,89,90,V,2014-09-29 07:54:07,2014-09-22 16:30:00,3,1
1006,289,100,S,2014-09-29 07:53:28,,3,0
1007,214,48,R,2014-09-29 07:52:11,,3,0
1008,209,44,R,2014-09-29 07:53:43,,3,0
1009,8,100,S,2014-09-29 07:54:20,,3,0
1010,159,76,V,2014-09-29 07:52:42,2014-09-22 16:05:00,3,1
1011,358,58,V,2014-09-29 07:53:13,2014-09-22 18:30:00,3,1
1012,300,43,R,2014-09-29 07:50:40,,3,0
1013,306,100,S,2014-09-29 07:51:13,,3,0
1014,33,64,R,2014-09-29 07:51:21,,3,0
1015,52,65,V,2014-09-29 07:50:17,2014-09-22 14:05:00,3,1
1016,364,62,V,2014-09-29 07:54:42,2014-09-22 22:40:00,3,1
1017,17,100,S,2014-09-29 07:52:28,,3,0
1018,242,100,S,2014-09-29 07:52:26,,3,0
1019,400,90,V,2014-09-29 07:53:23,2014-09-22 14:10:00,3,1
1020,476,90,V,2014-09-29 07:53:27,2014-09-22 16:35:00,3,1
1021,161,75,R,2014-09-29 07:53:16,,3,0
1022,136,90,V,2014-09-29 07:50:35,2014-09-22 14:35:00,3,1
1023,77,100,S,2014-09-29 07:52:48,,3,0
1024,135,61,V,2014-09-29 07:51:08,2014-09-22 18:35:00,3,1
1025,41,90,V,2014-09-29 07:52:40,2014-09-22 14:10:00,3,1
1026,178,100,S,2014-09-29 07:53:15,,3,0
1027,216,58,V,2014-09-29 07:52:52,2014-09-23 15:10:00,3,1
1028,215,100,S,2014-09-29 07:51:39,,3,0
1029,167,43,R,2014-09-29 07:53:58,,3,0
1030,128,90,V,2014-09-29 07:52:55,2014-09-22 23:10:00,3,1
1031,281,100,S,2014-09-29 07:50:09,,3,0
1032,9,60,V,2014-09-29 07:50:53,2014-09-22 14:55:00,3,1
1033,337,59,R,2014-09-29 07:50:49,,3,0
1034,354,53,R,2014-09-29 07:52:32,,3,0
1035,18,56,V,2014-09-29 07:52:01,2014-09-22 15:15:00,3,1
1036,145,90,V,2014-09-29 07:51:59,2014-09-22 15:15:00,3,1
1037,391,100,S,2014-09-29 07:53:58,,3,0
1038,204,100,S,2014-09-29 07:54:50,,3,0
1039,232,100,S,2014-09-29 07:50:57,,3,0
1040,247,53,V,2014-09-29 07:53:37,2014-09-22 14:05:00,3,1
1041,472,42,R,2014-09-29 07:50:54,,3,0
1042,379,100,S,2014-09-29 07:54:25,,3,0
1043,94,100,S,2014-09-29 07:50:56,,3,0
1044,195,48,R,2014-09-29 07:53:43,,3,0
1045,164,50,R,2014-09-29 07:51:21,,3,0
1046,210,100,S,2014-09-29 07:50:24,,3,0
1047,42,100,S,2014-09-29 07:50:48,,3,0
1048,12,90,V,2014-09-29 07:54:04,2014-09-25 14:10:00,3,1
1049,181,100,S,2014-09-29 07:39:49,,3,0
1050,470,54,V,2014-09-29 07:52:38,2014-09-22 16:10:00,3,1
1051,2,76,V,2014-09-29 07:53:15,2014-09-23 15:40:00,3,1
1052,258,41,R,2014-09-29 07:51:23,,3,0
1053,402,72,V,2014-09-29 07:52:03,2014-09-22 23:10:00,3,1
1054,132,90,V,2014-09-29 07:54:46,2014-09-22 14:20:00,3,1
1055,174,100,S,2014-09-29 07:50:57,,3,0
1056,35,44,R,2014-09-29 07:53:50,,3,0
1057,47,100,S,2014-09-29 07:51:41,,3,0
1058,168,100,S,2014-09-29 07:54:04,,3,0
1059,416,62,V,2014-09-29 07:52:22,2014-09-22 14:10:00,3,1
1060,376,100,S,2014-09-29 07:53:57,,3,0
1061,69,90,V,2014-09-29 07:51:46,2014-09-22 19:45:00,3,1
1062,248,67,V,2014-09-29 07:52:51,2014-09-22 19:00:00,3,1
1063,83,100,S,2014-09-29 07:52:40,,3,0
1064,110,50,R,2014-09-29 07:53:19,,3,0
1065,302,53,R,2014-09-29 07:53:15,,3,0
1066,182,62,V,2014-09-29 07:50:47,2014-09-22 15:40:00,3,1
1067,151,54,R,2014-09-29 07:54:36,,3,0
1068,244,100,S,2014-09-29 07:53:56,,3,0
1069,39,49,R,2014-09-29 07:53:26,,3,0
1070,98,90,V,2014-09-29 07:53:02,2014-09-22 14:30:00,3,1
1071,109,100,S,2014-09-29 07:54:23,,3,0
1072,286,90,V,2014-09-29 07:23:51,2014-09-22 14:10:00,3,1
1073,60,54,R,2014-09-29 07:51:32,,3,0
1074,435,100,S,2014-09-29 07:50:11,,3,0
1075,359,70,V,2014-09-29 07:51:21,2014-09-22 14:40:00,3,1
1076,285,90,V,2014-09-29 02:05:08,2014-09-24 21:40:00,3,1
1077,314,32,R,2014-09-29 07:51:51,,3,0
1078,434,79,R,2014-09-29 07:51:13,,3,0
1079,19,46,R,2014-09-29 07:53:27,,3,0
1080,261,57,R,2014-09-29 07:52:32,,3,0
1081,361,100,S,2014-09-29 07:53:59,,3,0
1082,48,100,S,2014-09-29 07:54:22,,3,0
1083,170,51,R,2014-09-29 07:50:51,,3,0
1084,23,52,R,2014-09-29 07:54:54,,3,0
1085,20,46,R,2014-09-29 07:52:39,,3,0
1086,30,100,S,2014-09-29 07:54:08,,3,0
1087,102,100,S,2014-09-29 07:52:16,,3,0
1088,412,55,R,2014-09-29 07:53:58,,3,0
1089,340,100,S,2014-09-29 07:53:29,,3,0
1090,250,90,V,2014-09-29 07:51:15,2014-09-22 20:15:00,3,1
1091,190,90,V,2014-09-29 07:52:48,2014-09-22 16:15:00,3,1
1092,237,100,S,2014-09-29 07:51:42,,3,0
1093,75,90,V,2014-09-29 07:51:58,2014-09-22 14:35:00,3,1
1094,101,100,S,2014-09-29 07:52:59,,3,0
1095,298,90,V,2014-09-29 07:50:54,2014-09-22 14:15:00,3,1
1096,325,37,R,2014-09-29 07:50:19,,3,0
1097,267,61,V,2014-09-29 07:54:56,2014-09-22 14:10:00,3,1
1098,305,90,V,2014-09-29 07:50:59,2014-09-23 15:40:00,3,1
1099,138,100,S,2014-09-29 07:52:18,,3,0
1100,467,100,S,2014-09-29 07:52:33,,3,0
1101,56,90,V,2014-09-29 07:54:23,2014-09-22 14:55:00,3,1
1102,143,90,V,2014-09-29 07:52:57,2014-09-22 14:25:00,3,1
1103,293,53,V,2014-09-29 07:52:25,2014-09-22 20:30:00,3,1
1104,124,100,S,2014-09-29 07:51:30,,3,0
1105,150,90,V,2014-09-29 07:52:23,2014-09-22 18:50:00,3,1
1106,446,90,V,2014-09-29 07:55:00,2014-09-22 14:40:00,3,1
1107,80,47,R,2014-09-29 07:51:10,,3,0
1108,288,100,S,2014-09-29 07:50:33,,3,0
1109,395,100,S,2014-09-29 07:53:03,,3,0
1110,458,55,R,2014-09-29 07:54:50,,3,0
1111,113,40,R,2014-09-29 07:53:43,,3,0
1112,415,100,S,2014-09-29 07:54:09,,3,0
1113,4,90,V,2014-09-29 07:51:48,2014-09-22 18:55:00,3,1
1114,348,100,S,2014-09-29 07:52:21,,3,0
1115,483,90,V,2014-09-29 07:51:41,2014-09-22 17:10:00,3,1
1116,81,90,V,2014-09-29 07:52:42,2014-09-22 14:20:00,3,1
1117,189,74,R,2014-09-29 07:50:08,,3,0
1118,374,100,S,2014-09-29 07:51:12,,3,0
1119,259,100,S,2014-09-29 07:54:58,,3,0
1120,71,90,V,2014-09-29 07:49:59,2014-09-22 14:10:00,3,1
1121,205,53,R,2014-09-29 07:51:13,,3,0
1122,290,100,S,2014-09-29 07:50:05,,3,0
1123,220,90,V,2014-09-29 07:51:26,2014-09-23 04:55:00,3,1
1124,297,90,V,2014-09-29 07:51:13,2014-09-22 14:55:00,3,1
1125,466,90,V,2014-09-29 07:51:43,2014-09-22 17:00:00,3,1
1126,11,48,R,2014-09-29 07:45:58,,3,0
1127,292,100,S,2014-09-29 07:52:09,,3,0
1128,191,70,V,2014-09-29 07:53:21,2014-09-22 15:10:00,3,1
1129,454,100,S,2014-09-29 05:55:30,,3,0
1130,78,100,S,2014-09-29 07:50:57,,3,0
1131,411,65,R,2014-09-29 07:51:39,,3,0
1132,384,100,S,2014-09-29 07:47:36,,3,0
1133,226,100,S,2014-09-29 07:53:12,,3,0
1134,386,45,R,2014-09-29 07:50:10,,3,0
1135,97,90,V,2014-09-29 07:52:39,2014-09-22 14:10:00,3,1
1136,140,90,V,2014-09-29 07:53:36,2014-09-24 14:35:00,3,1
1137,269,100,S,2014-09-29 07:50:11,,3,0
1138,459,100,S,2014-09-29 07:48:04,,3,0
1139,111,90,V,2014-09-29 07:53:21,2014-09-22 14:15:00,3,1
1140,352,47,R,2014-09-29 07:54:37,,3,0
1141,122,100,S,2014-09-29 07:54:41,,3,0
1142,29,90,V,2014-09-29 07:51:47,2014-09-22 14:10:00,3,1
1143,14,82,R,2014-09-29 07:51:09,,3,0
1144,403,90,V,2014-09-29 07:52:59,2014-09-22 14:20:00,3,1
1145,91,44,R,2014-09-29 05:11:07,,3,0
1146,100,100,S,2014-09-29 07:51:29,,3,0
1147,270,83,V,2014-09-29 07:52:13,2014-09-22 21:35:00,3,1
1148,489,71,R,2014-09-29 07:52:34,,3,0
1149,445,90,V,2014-09-29 07:51:26,2014-09-22 14:35:00,3,1
1150,401,46,R,2014-09-29 07:51:12,,3,0
1151,126,90,V,2014-09-29 07:46:59,2014-09-22 17:40:00,3,1
1152,345,72,V,2014-09-29 07:54:01,2014-09-22 14:10:00,3,1
1153,194,100,S,2014-09-29 07:53:24,,3,0
1154,478,71,R,2014-09-29 07:51:15,,3,0
1155,324,100,S,2014-09-29 07:52:32,,3,0
1156,346,90,V,2014-09-29 07:50:20,2014-09-24 15:35:00,3,1
1157,180,90,V,2014-09-29 07:53:25,2014-09-22 14:10:00,3,1
1158,233,100,S,2014-09-29 07:50:18,,3,0
1159,262,100,S,2014-09-29 07:52:22,,3,0
1160,227,41,R,2014-09-29 07:53:38,,3,0
1161,465,63,R,2014-09-29 07:08:48,,3,0
1162,404,100,S,2014-09-29 07:53:03,,3,0
1163,31,45,R,2014-09-29 07:53:41,,3,0
1164,45,100,S,2014-09-29 07:50:39,,3,0
1165,120,90,V,2014-09-29 07:52:52,2014-09-22 15:40:00,3,1
1166,123,55,R,2014-09-29 07:54:13,,3,0
1167,157,38,R,2014-09-29 07:51:59,,3,0
1168,114,100,S,2014-09-29 07:54:25,,3,0
1169,223,84,R,2014-09-29 07:54:01,,3,0
1170,490,100,S,2014-09-29 07:52:38,,3,0
1171,330,100,S,2014-09-29 07:50:35,,3,0
1172,294,90,V,2014-09-29 07:50:32,2014-09-22 19:40:00,3,1
1173,50,100,S,2014-09-29 07:53:02,,3,0
1174,356,28,R,2014-09-29 07:54:29,,3,0
1175,249,57,R,2014-09-29 07:52:34,,3,0
1176,371,100,S,2014-09-29 07:52:53,,3,0
1177,171,100,S,2014-09-29 07:51:46,,3,0
1178,263,38,R,2014-09-29 07:50:35,,3,0
1179,79,51,R,2014-09-29 04:07:00,,3,0
1180,225,90,V,2014-09-29 07:54:47,2014-09-22 20:30:00,3,1
1181,419,60,R,2014-09-29 07:53:52,,3,0
1182,274,100,S,2014-09-29 07:54:24,,3,0
1183,207,90,V,2014-10-06 07:51:48,2014-09-29 16:10:00,4,1
1184,390,47,R,2014-10-06 07:50:32,,4,0
1185,392,53,R,2014-10-06 07:50:18,,4,0
1186,357,100,S,2014-10-06 07:54:42,,4,0
1187,427,100,S,2014-10-06 07:53:51,,4,0
1188,70,90,V,2014-10-06 07:26:10,2014-09-29 15:05:00,4,1
1189,106,100,S,2014-10-06 07:51:55,,4,0
1190,166,90,V,2014-10-06 07:54:17,2014-09-29 14:10:00,4,1
1191,133,100,S,2014-10-06 07:51:20,,4,0
1192,184,90,V,2014-10-06 07:51:40,2014-09-29 15:00:00,4,1
1193,131,37,R,2014-10-06 07:54:05,,4,0
1194,229,53,R,2014-10-06 07:50:55,,4,0
1195,370,90,V,2014-10-06 07:51:49,2014-09-29 21:20:00,4,1
1196,251,90,V,2014-10-06 07:51:46,2014-09-29 14:30:00,4,1
1197,383,54,R,2014-10-06 07:52:09,,4,0
1198,272,100,S,2014-10-06 07:54:03,,4,0
1199,329,100,S,2014-10-06 07:50:17,,4,0
1200,21,100,S,2014-10-06 07:51:36,,4,0
1201,417,90,V,2014-10-06 07:51:50,2014-09-29 18:10:00,4,1
1202,32,90,V,2014-10-06 07:53:38,2014-09-29 14:30:00,4,1
1203,26,100,S,2014-10-06 07:52:58,,4,0
1204,397,90,V,2014-10-06 07:54:36,2014-09-29 17:25:00,4,1
1205,451,35,R,2014-10-06 07:54:26,,4,0
1206,165,100,S,2014-10-06 07:54:38,,4,0
1207,239,67,V,2014-10-06 07:51:26,2014-09-29 14:35:00,4,1
1208,455,100,S,2014-10-06 07:53:01,,4,0
1209,112,100,S,2014-10-06 07:51:17,,4,0
1210,453,88,V,2014-10-06 07:50:33,2014-09-29 14:10:00,4,1
1211,355,90,V,2014-10-06 07:53:19,2014-09-29 14:10:00,4,1
1212,196,100,S,2014-10-06 07:51:29,,4,0
1213,313,90,V,2014-10-06 07:53:12,2014-09-29 15:25:00,4,1
1214,37,44,R,2014-10-06 07:53:13,,4,0
1215,34,64,V,2014-10-06 07:53:39,2014-09-29 14:35:00,4,1
1216,366,56,V,2014-10-06 07:54:16,2014-09-29 18:30:00,4,1
1217,58,100,S,2014-10-06 07:52:50,,4,0
1218,236,34,R,2014-10-06 07:53:21,,4,0
1219,323,100,S,2014-10-06 07:53:12,,4,0
1220,72,100,S,2014-10-06 07:53:14,,4,0
1221,322,51,R,2014-10-06 07:53:52,,4,0
1222,333,45,R,2014-10-06 07:50:05,,4,0
1223,264,45,R,2014-10-06 07:51:07,,4,0
1224,188,100,S,2014-10-06 05:19:58,,4,0
1225,213,62,R,2014-10-06 07:52:25,,4,0
1226,134,50,V,2014-10-06 07:52:18,2014-09-29 17:40:00,4,1
1227,315,90,V,2014-10-06 07:50:29,2014-10-01 19:15:00,4,1
1228,88,36,R,2014-10-06 07:50:00,,4,0
1229,399,55,V,2014-10-06 07:54:07,2014-09-29 14:10:00,4,1
1230,282,90,V,2014-10-06 07:51:30,2014-09-29 18:50:00,4,1
1231,450,100,S,2014-10-06 07:52:10,,4,0
1232,462,90,R,2014-10-06 07:51:22,,4,0
1233,439,71,V,2014-10-06 07:52:13,2014-09-29 14:10:00,4,1
1234,156,58,V,2014-10-06 07:54:04,2014-09-29 14:15:00,4,1
1235,276,90,V,2014-10-06 07:50:55,2014-09-29 15:25:00,4,1
1236,217,100,S,2014-10-06 07:54:51,,4,0
1237,336,100,S,2014-10-06 07:53:24,,4,0
1238,338,90,V,2014-10-06 07:51:46,,4,0
1239,303,47,R,2014-10-06 07:54:14,,4,0
1240,430,100,S,2014-10-06 07:50:27,,4,0
1241,206,100,S,2014-10-06 07:53:05,,4,0
1242,153,90,V,2014-10-06 07:50:02,2014-09-29 14:15:00,4,1
1243,193,78,R,2014-10-06 07:50:02,,4,0
1244,443,58,R,2014-10-06 07:52:34,,4,0
1245,266,100,S,2014-10-06 07:52:45,,4,0
1246,172,100,S,2014-10-06 07:51:14,,4,0
1247,367,54,V,2014-10-06 07:50:50,2014-09-29 17:15:00,4,1
1248,407,100,S,2014-10-06 07:54:08,,4,0
1249,304,100,S,2014-10-06 07:51:27,,4,0
1250,99,55,V,2014-10-06 07:52:01,2014-09-29 14:05:00,4,1
1251,328,90,V,2014-10-06 07:50:00,2014-09-29 22:40:00,4,1
1252,291,100,S,2014-10-06 07:51:21,,4,0
1253,198,90,V,2014-10-06 07:51:56,2014-09-29 15:00:00,4,1
1254,428,100,S,2014-10-06 07:50:56,,4,0
1255,212,100,S,2014-10-06 07:51:21,,4,0
1256,173,43,R,2014-10-06 07:52:46,,4,0
1257,260,90,V,2014-10-06 07:52:24,2014-09-29 14:10:00,4,1
1258,15,90,V,2014-10-06 07:52:28,2014-09-29 15:00:00,4,1
1259,240,100,S,2014-10-06 07:52:38,,4,0
1260,62,100,S,2014-10-06 07:53:12,,4,0
1261,24,100,S,2014-10-06 07:52:32,,4,0
1262,480,100,S,2014-10-06 07:50:07,,4,0
1263,299,100,S,2014-10-06 07:45:20,,4,0
1264,365,54,R,2014-10-06 07:54:08,,4,0
1265,38,42,R,2014-10-06 07:53:07,,4,0
1266,129,55,V,2014-10-06 07:54:42,2014-10-04 17:00:00,4,1
1267,301,100,S,2014-10-06 07:52:30,,4,0
1268,389,100,S,2014-10-06 07:50:36,,4,0
1269,278,90,V,2014-10-06 07:51:07,2014-09-29 14:20:00,4,1
1270,149,69,V,2014-10-06 07:54:50,2014-09-29 14:05:00,4,1
1271,349,90,V,2014-10-06 07:52:12,2014-09-29 14:35:00,4,1
1272,363,90,V,2014-10-06 07:51:42,2014-09-29 16:05:00,4,1
1273,296,62,V,2014-10-06 07:52:09,2014-09-29 16:00:00,4,1
1274,139,100,S,2014-10-06 07:52:17,,4,0
1275,65,100,S,2014-10-06 07:52:15,,4,0
1276,420,90,V,2014-10-06 07:53:51,2014-09-29 17:20:00,4,1
1277,394,57,V,2014-10-06 07:53:46,2014-09-29 15:10:00,4,1
1278,432,100,S,2014-10-06 07:51:24,,4,0
1279,253,100,S,2014-10-06 07:50:09,,4,0
1280,211,52,R,2014-10-06 07:50:09,,4,0
1281,372,41,R,2014-10-06 07:53:49,,4,0
1282,54,100,S,2014-10-06 07:50:03,,4,0
1283,245,90,V,2014-10-06 07:50:22,2014-10-01 17:50:00,4,1
1284,426,90,V,2014-10-06 07:53:06,2014-09-29 17:50:00,4,1
1285,431,100,S,2014-10-06 07:51:31,,4,0
1286,254,100,S,2014-10-06 07:52:23,,4,0
1287,144,100,S,2014-10-06 07:52:24,,4,0
1288,433,100,S,2014-10-06 05:30:32,,4,0
1289,449,68,R,2014-10-06 07:51:29,,4,0
1290,154,49,R,2014-10-06 07:50:40,,4,0
1291,332,90,V,2014-10-06 07:50:39,2014-09-29 16:20:00,4,1
1292,224,90,V,2014-10-06 07:53:46,2014-09-29 15:45:00,4,1
1293,350,100,S,2014-10-06 07:51:22,,4,0
1294,13,90,V,2014-10-06 07:54:53,2014-09-29 14:30:00,4,1
1295,360,100,S,2014-10-06 06:29:06,,4,0
1296,437,35,R,2014-10-06 07:52:35,,4,0
1297,3,90,V,2014-10-06 07:52:24,2014-09-29 14:10:00,4,1
1298,197,90,V,2014-10-06 07:51:09,2014-09-29 14:10:00,4,1
1299,311,90,V,2014-10-06 07:51:00,,4,0
1300,25,100,S,2014-10-06 07:53:38,,4,0
1301,219,90,V,2014-10-06 07:53:33,,4,0
1302,146,90,V,2014-10-06 07:39:48,,4,0
1303,387,100,S,2014-10-06 05:38:12,,4,0
1304,228,58,V,2014-10-06 07:52:03,2014-09-29 14:50:00,4,1
1305,90,50,R,2014-10-06 07:52:10,,4,0
1306,327,51,R,2014-10-06 07:51:47,,4,0
1307,277,100,S,2014-10-06 07:51:15,,4,0
1308,107,90,V,2014-10-06 07:52:13,2014-09-29 22:40:00,4,1
1309,373,100,S,2014-10-06 07:51:33,,4,0
1310,307,100,S,2014-10-06 07:52:10,,4,0
1311,169,100,S,2014-10-06 07:50:07,,4,0
1312,104,90,V,2014-10-06 07:54:21,2014-09-29 14:10:00,4,1
1313,448,87,R,2014-10-06 07:54:14,,4,0
1314,230,100,S,2014-10-06 07:52:58,,4,0
1315,231,61,V,2014-10-06 07:50:15,2014-09-29 17:20:00,4,1
1316,287,100,S,2014-10-06 07:54:27,,4,0
1317,68,100,S,2014-10-06 07:50:33,,4,0
1318,76,64,R,2014-10-06 07:50:17,,4,0
1319,22,90,V,2014-10-06 07:51:33,2014-09-29 14:50:00,4,1
1320,347,41,R,2014-10-06 07:53:15,,4,0
1321,6,100,S,2014-10-06 07:53:12,,4,0
1322,474,100,S,2014-10-06 07:51:43,,4,0
1323,385,100,S,2014-10-06 07:51:51,,4,0
1324,477,47,R,2014-10-06 07:27:09,,4,0
1325,116,90,V,2014-10-06 07:53:47,2014-09-29 14:10:00,4,1
1326,192,90,V,2014-10-06 07:53:47,2014-09-29 15:35:00,4,1
1327,73,86,R,2014-10-06 07:33:23,,4,0
1328,119,58,V,2014-10-06 06:54:36,2014-09-29 14:15:00,4,1
1329,130,27,R,2014-10-06 07:50:27,,4,0
1330,16,90,V,2014-10-06 07:52:08,2014-09-29 14:20:00,4,1
1331,268,100,S,2014-10-06 07:51:42,,4,0
1332,423,100,S,2014-10-06 07:53:34,,4,0
1333,343,100,S,2014-10-06 07:51:05,,4,0
1334,473,52,R,2014-10-06 07:53:34,,4,0
1335,74,100,S,2014-10-06 07:50:46,,4,0
1336,378,55,R,2014-10-06 07:51:29,,4,0
1337,309,90,V,2014-10-06 07:54:23,2014-09-29 16:00:00,4,1
1338,485,90,V,2014-10-06 07:51:50,2014-09-29 14:10:00,4,1
1339,456,100,S,2014-10-06 07:52:47,,4,0
1340,471,100,S,2014-10-06 07:48:33,,4,0
1341,447,64,R,2014-10-06 03:04:12,,4,0
1342,179,45,R,2014-10-06 07:53:48,,4,0
