,user,points,state,vaccination_time,wave_no,decision,extraversion
192,298,54,V,2014-11-10 16:15:00,9,1,2.875
193,132,55,R,None,9,0,3.625
194,44,100,S,None,9,0,3.3277
195,259,100,S,None,9,0,3.0
196,176,90,V,2014-11-10 22:15:00,9,1,3.625
197,163,100,S,None,9,0,4.75
198,405,100,S,None,9,0,3.3277
199,412,100,S,None,9,0,3.3277
200,258,100,S,None,9,0,2.75
201,232,100,S,None,9,0,4.5
202,54,100,S,None,9,0,3.3277
203,383,100,S,None,9,0,2.25
204,43,100,S,None,9,0,4.125
205,391,100,S,None,9,0,3.5
206,245,100,S,None,9,0,3.3277
207,296,56,V,2014-11-10 14:20:00,9,1,2.75
208,417,71,V,2014-11-10 14:15:00,9,1,3.375
209,442,100,S,None,9,0,3.3277
210,66,90,V,2014-11-10 20:50:00,9,1,3.375
211,107,50,V,2014-11-10 15:15:00,9,1,2.375
212,401,100,S,None,9,0,2.625
213,323,100,S,None,9,0,3.25
214,110,100,S,None,9,0,3.0
215,264,100,S,None,9,0,4.0
216,150,100,S,None,9,0,3.625
217,35,90,V,2014-11-12 14:25:00,9,1,3.3277
218,15,100,S,None,9,0,3.375
219,482,100,S,None,9,0,3.125
220,78,100,S,None,9,0,3.125
221,190,90,V,2014-11-12 14:25:00,9,1,2.75
222,75,100,S,None,9,0,4.5
223,364,100,S,None,9,0,1.875
224,350,100,S,None,9,0,3.25
225,381,100,S,None,9,0,3.3277
226,65,67,V,2014-11-11 04:20:00,9,1,3.375
227,358,90,V,2014-11-12 14:05:00,9,1,3.375
228,325,100,S,None,9,0,2.875
229,250,90,V,2014-11-10 14:10:00,9,1,4.875
230,203,90,V,2014-11-10 14:15:00,9,1,2.875
231,275,65,R,None,9,0,2.375
232,291,100,S,None,9,0,3.3277
233,57,100,S,None,9,0,2.5
234,430,100,S,None,9,0,3.75
235,144,100,S,None,9,0,4.0
236,354,100,S,None,9,0,2.75
237,80,100,S,None,9,0,3.75
238,2,100,S,None,9,0,2.875
239,384,100,S,None,9,0,2.5
240,433,100,S,None,9,0,3.3277
241,3,90,V,2014-11-10 14:15:00,9,1,4.25
242,70,90,V,2014-11-10 14:10:00,9,1,4.75
243,304,100,S,None,9,0,3.3277
244,204,100,S,None,9,0,3.3277
245,478,100,S,None,9,0,3.3277
246,427,100,S,None,9,0,3.5
247,290,100,S,None,9,0,3.5
248,435,100,S,None,9,0,3.625
249,285,90,V,2014-11-11 00:35:00,9,1,2.875
250,353,100,S,None,9,0,1.5
251,237,100,S,None,9,0,3.5
252,127,100,S,None,9,0,3.0
253,50,100,S,None,9,0,3.3277
254,283,100,S,None,9,0,3.3277
255,466,90,V,2014-11-10 14:35:00,9,1,3.3277
256,451,100,S,None,9,0,2.25
257,276,90,V,2014-11-10 14:50:00,9,1,3.875
258,48,100,S,None,9,0,3.3277
259,486,90,V,2014-11-10 14:10:00,9,1,3.125
260,260,100,S,None,9,0,3.125
261,443,100,S,None,9,0,3.375
262,10,100,S,None,9,0,3.3277
263,159,49,R,None,9,0,2.875
264,180,69,V,2014-11-10 18:40:00,9,1,3.125
265,247,90,V,2014-11-10 15:35:00,9,1,3.75
266,24,100,S,None,9,0,4.375
267,479,100,S,None,9,0,3.3277
268,118,90,V,2014-11-10 14:30:00,9,1,4.375
269,133,100,S,None,9,0,3.0
270,207,100,S,None,9,0,2.375
271,124,100,S,None,9,0,3.375
272,386,100,S,None,9,0,3.25
273,166,63,V,2014-11-10 15:40:00,9,1,4.0
274,379,100,S,None,9,0,3.875
275,178,100,S,None,9,0,2.375
276,477,100,S,None,9,0,3.5
277,394,100,S,None,9,0,2.875
278,473,100,S,None,9,0,3.375
279,219,90,V,2014-11-10 14:10:00,9,1,2.25
280,8,100,S,None,9,0,4.5
281,272,100,S,None,9,0,3.3277
282,162,100,S,None,9,0,3.875
283,248,90,V,2014-11-10 15:20:00,9,1,3.625
284,83,100,S,None,9,0,2.625
285,409,90,V,2014-11-10 16:45:00,9,1,3.125
286,4,100,S,None,9,0,2.5
287,119,59,V,2014-11-10 14:20:00,9,1,2.75
288,151,100,S,None,9,0,2.25
289,340,100,S,None,9,0,3.125
290,416,90,V,2014-11-10 14:40:00,9,1,3.375
291,453,100,S,None,9,0,2.75
292,52,90,V,2014-11-10 14:55:00,9,1,3.5
293,142,100,S,None,9,0,3.875
294,286,65,V,2014-11-10 14:35:00,9,1,4.25
295,33,90,V,2014-11-11 14:25:00,9,1,3.625
296,309,100,S,None,9,0,2.25
297,191,90,V,2014-11-10 14:20:00,9,1,3.125
298,314,100,S,None,9,0,3.375
299,13,90,V,2014-11-10 14:15:00,9,1,3.75
300,249,90,V,2014-11-10 14:40:00,9,1,3.75
301,343,100,S,None,9,0,3.875
302,36,100,S,None,9,0,3.125
303,134,90,V,2014-11-11 02:50:00,9,1,2.5
304,218,100,S,None,9,0,3.875
305,16,90,V,2014-11-10 16:40:00,9,1,3.75
306,209,100,S,None,9,0,3.3277
307,93,100,S,None,9,0,3.5
308,389,100,S,None,9,0,2.875
309,431,100,S,None,9,0,3.125
310,73,100,S,None,9,0,3.0
311,278,90,V,None,9,1,4.0
312,329,100,S,None,9,0,3.0
313,91,90,V,2014-11-11 00:30:00,9,1,2.875
314,307,100,S,None,9,0,3.25
315,257,90,V,2014-11-10 15:15:00,9,1,3.25
316,72,100,S,None,9,0,3.75
317,94,100,S,None,9,0,3.3277
318,227,100,S,None,9,0,3.625
319,39,100,S,None,9,0,4.125
320,198,100,S,None,9,0,3.125
321,168,100,S,None,9,0,3.3277
322,372,90,V,2014-11-12 15:40:00,9,1,4.75
323,27,90,V,2014-11-10 14:10:00,9,1,3.875
324,292,100,S,None,9,0,2.75
325,120,100,S,None,9,0,3.625
326,263,100,S,None,9,0,3.375
327,279,90,V,2014-11-10 14:10:00,9,1,3.875
328,447,100,S,None,9,0,3.5
329,139,100,S,None,9,0,3.3277
330,440,40,R,None,9,0,3.25
331,154,100,S,None,9,0,2.5
332,105,100,S,None,9,0,3.125
333,324,100,S,None,9,0,3.3277
334,326,100,S,None,9,0,3.3277
335,382,90,V,2014-11-12 20:25:00,9,1,3.5
336,104,90,V,2014-11-10 16:05:00,9,1,3.875
337,315,100,S,None,9,0,3.3277
338,402,90,V,2014-11-10 14:45:00,9,1,3.25
339,172,89,V,2014-11-11 15:30:00,9,1,3.0
340,167,90,V,2014-11-10 14:10:00,9,1,3.375
341,282,100,S,None,9,0,3.125
342,367,90,V,2014-11-10 16:15:00,9,1,3.25
343,293,90,V,2014-11-10 14:10:00,9,1,3.125
344,5,100,S,None,9,0,4.0
345,277,100,S,None,9,0,3.3277
346,390,100,S,None,9,0,4.25
347,349,100,S,None,9,0,3.75
348,128,100,S,None,9,0,3.25
349,20,100,S,None,9,0,3.25
350,397,90,V,2014-11-10 16:35:00,9,1,2.625
351,491,100,S,None,9,0,3.3277
352,299,100,S,None,9,0,2.875
353,476,100,S,None,9,0,3.75
354,183,90,V,2014-11-11 17:20:00,9,1,2.75
355,445,90,V,2014-11-10 14:10:00,9,1,3.625
356,185,100,S,None,9,0,3.75
357,328,90,V,2014-11-10 21:35:00,9,1,3.625
358,129,100,S,None,9,0,3.875
359,64,100,S,None,9,0,3.875
360,312,100,S,None,9,0,3.75
361,302,100,S,None,9,0,3.0
362,97,90,V,2014-11-10 14:10:00,9,1,2.875
363,61,90,V,2014-11-10 14:10:00,9,1,2.375
364,280,100,S,None,9,0,3.0
365,395,100,S,None,9,0,3.625
366,196,100,S,None,9,0,3.3277
367,14,100,S,None,9,0,3.75
368,231,53,V,2014-11-10 17:20:00,9,1,3.25
369,29,100,S,None,9,0,3.375
370,363,90,V,2014-11-10 14:10:00,9,1,2.75
371,331,100,S,None,9,0,3.3277
372,158,100,S,None,10,0,4.375
373,434,90,V,2014-11-17 15:00:00,10,1,2.25
374,327,72,R,None,10,0,2.5
375,455,100,S,None,10,0,3.25
376,137,100,S,None,10,0,1.625
377,25,100,S,None,10,0,3.25
378,226,42,R,None,10,0,3.125
379,288,100,S,None,10,0,3.375
380,446,90,V,2014-11-17 17:50:00,10,1,2.375
381,311,90,V,2014-11-18 05:35:00,10,1,2.125
382,441,90,V,2014-11-17 18:15:00,10,1,3.875
383,483,90,V,2014-11-17 16:25:00,10,1,4.125
384,300,100,S,None,10,0,3.625
385,173,100,S,None,10,0,2.75
386,454,100,S,None,10,0,3.125
387,267,50,V,2014-11-20 02:50:00,10,1,3.125
388,9,90,V,2014-11-17 23:55:00,10,1,4.5
389,34,100,S,None,10,0,2.375
390,410,50,R,None,10,0,3.875
391,388,100,S,None,10,0,3.25
392,22,100,S,None,10,0,3.75
393,337,100,S,None,10,0,2.75
394,426,90,V,2014-11-17 14:10:00,10,1,4.0
395,98,90,V,2014-11-19 14:10:00,10,1,3.125
396,212,100,S,None,10,0,4.625
397,404,100,S,None,10,0,3.5
398,385,100,S,None,10,0,4.0
399,424,90,V,2014-11-17 14:30:00,10,1,3.75
400,439,51,V,2014-11-17 15:05:00,10,1,3.625
401,289,100,S,None,10,0,3.3277
402,197,90,V,2014-11-17 14:15:00,10,1,4.375
403,42,100,S,None,10,0,4.625
404,468,100,S,None,10,0,3.0
405,187,100,S,None,10,0,3.25
406,23,69,R,None,10,0,4.5
407,413,53,R,None,10,0,2.5
408,101,100,S,None,10,0,3.3277
409,100,100,S,None,10,0,3.625
410,155,100,S,None,10,0,3.3277
411,135,60,V,2014-11-17 19:25:00,10,1,3.75
412,360,90,V,2014-11-18 02:30:00,10,1,2.875
413,55,29,R,None,10,0,3.5
414,429,52,R,None,10,0,3.5
415,347,100,S,None,10,0,3.375
416,156,100,S,None,10,0,4.25
417,30,100,S,None,10,0,3.3277
418,19,100,S,None,10,0,2.875
419,301,59,R,None,10,0,3.0
420,244,100,S,None,10,0,3.875
421,449,100,S,None,10,0,2.5
422,470,90,V,2014-11-17 16:20:00,10,1,3.375
423,305,50,R,None,10,0,2.25
424,398,58,R,None,10,0,3.0
425,147,100,S,None,10,0,3.125
426,225,100,S,None,10,0,2.75
427,359,100,S,None,10,0,2.375
428,188,40,R,None,10,0,2.5
429,136,46,R,None,10,0,3.625
430,336,100,S,None,10,0,3.3277
431,56,100,S,None,10,0,3.375
432,130,83,V,2014-11-17 14:10:00,10,1,3.125
433,21,45,R,None,10,0,3.5
434,320,90,V,2014-11-17 17:40:00,10,1,3.25
435,462,100,S,None,10,0,3.875
436,229,100,S,None,10,0,3.25
437,448,57,R,None,10,0,3.0
438,375,55,R,None,10,0,3.125
439,223,65,R,None,10,0,3.25
440,234,100,S,None,10,0,3.3277
441,420,90,V,2014-11-19 14:35:00,10,1,3.375
442,206,100,S,None,10,0,3.625
443,253,46,R,None,10,0,4.0
444,116,90,V,2014-11-17 15:10:00,10,1,2.75
445,240,100,S,None,10,0,3.3277
446,408,58,R,None,10,0,3.0
447,95,43,R,None,10,0,3.5
448,6,100,S,None,10,0,2.75
449,236,90,V,2014-11-17 14:20:00,10,1,3.625
450,215,100,S,None,10,0,3.3277
451,49,48,V,2014-11-17 16:55:00,10,1,4.125
452,11,100,S,None,10,0,3.75
453,111,56,V,2014-11-17 14:45:00,10,1,2.75
454,122,100,S,None,10,0,2.5
455,51,102,R,None,10,0,3.5
456,63,100,S,None,10,0,3.125
457,490,100,S,None,10,0,2.75
458,346,100,S,None,10,0,2.5
459,407,90,V,2014-11-19 15:00:00,10,1,3.25
460,419,45,R,None,10,0,4.125
461,194,100,S,None,10,0,3.3277
462,403,90,V,2014-11-20 14:40:00,10,1,4.25
463,457,60,V,2014-11-17 15:25:00,10,1,3.125
464,165,100,S,None,10,0,3.0
465,268,100,S,None,10,0,3.3277
466,41,90,V,2014-11-17 14:30:00,10,1,3.875
467,90,100,S,None,10,0,3.125
468,71,90,V,2014-11-17 14:10:00,10,1,4.0
469,96,100,S,None,10,0,3.25
470,40,100,S,None,10,0,3.3277
471,208,100,S,None,10,0,3.3277
472,322,100,S,None,10,0,2.25
473,102,100,S,None,10,0,3.3277
474,74,100,S,None,10,0,3.0
475,175,100,S,None,10,0,4.0
476,239,100,S,None,10,0,3.75
477,126,42,R,None,10,0,3.5
478,170,75,R,None,10,0,3.875
479,492,90,V,2014-11-17 17:55:00,10,1,3.0
480,313,90,V,2014-11-17 14:10:00,10,1,3.125
481,241,100,S,None,10,0,3.625
482,459,100,S,None,10,0,3.375
483,171,100,S,None,10,0,1.875
484,370,100,S,None,10,0,2.375
485,125,90,V,2014-11-19 14:15:00,10,1,3.75
486,310,100,S,None,10,0,3.375
487,387,100,S,None,10,0,2.5
488,444,100,S,None,10,0,4.0
489,79,100,S,None,10,0,3.0
490,254,100,S,None,10,0,2.75
491,1,100,S,None,10,0,3.125
492,138,100,S,None,10,0,3.3277
493,423,100,S,None,10,0,2.5
494,318,90,V,2014-11-17 14:10:00,10,1,3.75
495,365,100,S,None,10,0,4.625
496,18,90,V,2014-11-17 17:20:00,10,1,3.75
497,411,48,R,None,10,0,3.3277
498,164,78,R,None,10,0,3.75
499,89,60,V,2014-11-17 16:05:00,10,1,2.25
500,114,100,S,None,10,0,3.75
501,186,100,S,None,10,0,2.375
502,458,66,V,2014-11-17 14:10:00,10,1,3.0
503,181,100,S,None,10,0,4.0
504,450,100,S,None,10,0,3.5
505,266,100,S,None,10,0,3.3277
506,471,100,S,None,10,0,3.5
507,157,90,V,2014-11-17 15:45:00,10,1,4.875
508,68,100,S,None,10,0,3.3277
509,295,100,S,None,10,0,3.0
510,76,100,S,None,10,0,3.3277
511,106,100,S,None,10,0,3.3277
512,146,100,S,None,10,0,2.25
513,400,90,V,2014-11-22 15:50:00,10,1,3.75
514,294,57,R,None,10,0,4.375
515,467,100,S,None,10,0,2.75
516,303,100,S,None,10,0,4.375
517,242,100,S,None,10,0,3.875
518,361,100,S,None,10,0,4.625
519,374,100,S,None,10,0,1.625
520,202,100,S,None,10,0,3.375
521,149,100,S,None,10,0,2.5
522,265,51,V,2014-11-17 19:05:00,10,1,4.125
523,123,100,S,None,10,0,2.375
524,428,100,S,None,10,0,3.3277
525,59,100,S,None,10,0,3.125
526,131,62,R,None,10,0,4.0
527,415,57,R,None,10,0,3.75
528,222,100,S,None,10,0,3.625
529,62,100,S,None,10,0,3.3277
530,179,46,R,None,10,0,3.625
531,373,100,S,None,10,0,4.625
532,463,100,S,None,10,0,3.625
533,85,100,S,None,10,0,2.75
534,160,64,R,None,10,0,4.25
535,356,78,V,2014-11-18 09:10:00,10,1,4.0
536,475,38,R,None,10,0,4.375
537,84,55,V,2014-11-23 10:50:00,10,1,3.375
538,141,45,R,None,10,0,3.375
539,184,59,R,None,10,0,3.0
540,81,90,V,2014-11-17 14:55:00,10,1,2.625
541,371,100,S,None,10,0,3.0
542,233,100,S,None,10,0,3.375
543,58,100,S,None,10,0,2.625
544,392,90,V,2014-11-17 15:10:00,10,1,2.875
545,161,100,S,None,10,0,3.3277
546,77,54,R,None,10,0,2.5
547,399,49,V,2014-11-18 15:10:00,10,1,4.0
548,251,43,R,None,10,0,2.375
549,319,100,S,None,10,0,3.75
550,252,90,V,2014-11-18 22:30:00,10,1,2.75
551,339,100,S,None,10,0,3.375
552,366,100,S,None,10,0,3.375
553,69,77,V,2014-11-17 14:45:00,10,1,4.25
554,216,100,S,None,10,0,3.625
555,298,90,V,2014-11-17 21:40:00,10,1,2.875
556,132,90,V,2014-11-17 18:10:00,10,1,3.625
557,44,100,S,None,10,0,3.3277
558,259,65,R,None,10,0,3.0
559,176,90,V,2014-11-17 14:10:00,10,1,3.625
560,163,90,V,2014-11-18 22:15:00,10,1,4.75
561,405,100,S,None,10,0,3.3277
562,412,51,R,None,10,0,3.3277
563,258,39,R,None,10,0,2.75
564,12,53,R,None,10,0,3.625
565,54,100,S,None,10,0,3.3277
566,383,100,S,None,10,0,2.25
567,43,50,R,None,10,0,4.125
568,391,100,S,None,10,0,3.5
569,296,100,S,None,10,0,2.75
570,417,77,V,2014-11-17 14:10:00,10,1,3.375
571,401,52,R,None,10,0,2.625
572,323,100,S,None,10,0,3.25
573,110,100,S,None,10,0,3.0
574,264,67,R,None,10,0,4.0
575,150,40,R,None,10,0,3.625
576,35,71,V,2014-11-19 14:10:00,10,1,3.3277
577,15,100,S,None,10,0,3.375
578,78,100,S,None,10,0,3.125
579,190,100,S,None,10,0,2.75
580,75,100,S,None,10,0,4.5
581,228,52,R,None,10,0,2.75
582,364,58,R,None,10,0,1.875
583,350,100,S,None,10,0,3.25
584,381,100,S,None,10,0,3.3277
585,358,55,V,2014-11-17 14:10:00,10,1,3.375
586,325,100,S,None,10,0,2.875
587,250,90,V,2014-11-19 06:00:00,10,1,4.875
588,203,35,R,None,10,0,2.875
589,275,100,S,None,10,0,2.375
590,291,100,S,None,10,0,3.3277
591,57,100,S,None,10,0,2.5
592,430,100,S,None,10,0,3.75
593,144,100,S,None,10,0,4.0
594,354,100,S,None,10,0,2.75
595,214,90,V,2014-11-17 14:35:00,10,1,2.375
596,80,59,R,None,10,0,3.75
597,2,100,S,None,10,0,2.875
598,384,100,S,None,10,0,2.5
599,433,100,S,None,10,0,3.3277
600,3,90,V,2014-11-17 15:55:00,10,1,4.25
601,70,85,V,2014-11-17 16:35:00,10,1,4.75
602,304,100,S,None,10,0,3.3277
603,204,100,S,None,10,0,3.3277
604,478,100,S,None,10,0,3.3277
605,376,100,S,None,10,0,3.625
606,427,100,S,None,10,0,3.5
607,290,100,S,None,10,0,3.5
608,435,100,S,None,10,0,3.625
609,285,6,V,2014-11-22 17:35:00,10,1,2.875
610,353,51,R,None,10,0,1.5
611,237,100,S,None,10,0,3.5
612,127,90,V,2014-11-18 14:10:00,10,1,3.0
613,50,100,S,None,10,0,3.3277
614,283,100,S,None,10,0,3.3277
615,261,59,V,2014-11-17 14:05:00,10,1,4.25
616,451,90,V,2014-11-17 15:40:00,10,1,2.25
617,276,90,V,2014-11-17 14:55:00,10,1,3.875
618,48,100,S,None,10,0,3.3277
619,486,100,S,None,10,0,3.125
620,38,44,R,None,10,0,3.25
621,260,56,R,None,10,0,3.125
622,345,90,V,2014-11-17 14:20:00,10,1,3.625
623,443,100,S,None,10,0,3.375
624,10,100,S,None,10,0,3.3277
625,159,90,V,2014-11-17 16:55:00,10,1,2.875
626,180,55,V,2014-11-17 14:15:00,10,1,3.125
627,247,90,V,2014-11-17 14:10:00,10,1,3.75
628,472,58,R,None,10,0,3.5
629,24,100,S,None,10,0,4.375
630,479,100,S,None,10,0,3.3277
631,118,90,V,2014-11-17 14:10:00,10,1,4.375
632,133,100,S,None,10,0,3.0
633,207,100,S,None,10,0,2.375
634,124,80,R,None,10,0,3.375
635,386,49,R,None,10,0,3.25
636,166,90,V,2014-11-17 14:30:00,10,1,4.0
637,379,62,V,2014-11-19 14:20:00,10,1,3.875
638,178,73,R,None,10,0,2.375
639,477,57,R,None,10,0,3.5
640,394,68,R,None,10,0,2.875
641,219,90,V,2014-11-17 19:25:00,10,1,2.25
642,8,38,R,None,10,0,4.5
643,246,54,V,2014-11-17 14:15:00,10,1,4.375
644,272,100,S,None,10,0,3.3277
645,248,90,V,2014-11-17 16:15:00,10,1,3.625
646,83,100,S,None,10,0,2.625
647,409,90,V,2014-11-17 18:45:00,10,1,3.125
648,4,90,V,2014-11-19 14:15:00,10,1,2.5
649,119,90,V,2014-11-17 14:10:00,10,1,2.75
650,151,100,S,None,10,0,2.25
651,340,100,S,None,10,0,3.125
652,416,90,V,2014-11-17 14:25:00,10,1,3.375
653,453,100,S,None,10,0,2.75
654,52,90,V,2014-11-17 14:10:00,10,1,3.5
